Time;Hip_x;Hip_vel;Hip_omega;Hip_AO;Knee_x;Knee_vel;Knee_omega;Knee_AO;Ankle_x;Ankle_vel;Ankle_omega;Ankle_AO;omega_ao;omega_offline;gait_phase
15:52:57.873534;0.011159424;0.0;0.736593153;0.729039973;0;0;0;0;0;0;0;0;1.630005216034216;0.0;-0.7444416335445112
15:52:57.884300;0.011159424;0.0;0.73721737;0.736721406;0;0;0;0;0;0;0;0;1.615403725237017;0.0;-0.7328104657808172
15:52:57.895203;0.011159424;0.0;0.737529355;0.744251381;0;0;0;0;0;0;0;0;1.5993665230198937;0.0;-0.7216982381156392
15:52:57.906165;0.011159424;0.0;0.737555236;0.751639972;0;0;0;0;0;0;0;0;1.5816512314247688;0.0;-0.7113474318920172
15:52:57.916270;0.011159424;0.0;0.737318763;0.758896315;0;0;0;0;0;0;0;0;1.56375753826188;0.0;-0.7026114159252934
15:52:57.926632;0.011159424;0.0;0.736841544;0.766028699;0;0;0;0;0;0;0;0;1.5437961113607885;0.0;-0.6944944234731878
15:52:57.936825;0.011159424;0.0;0.736143256;0.773044656;0;0;0;0;0;0;0;0;1.5225927670359953;0.0;-0.6873467458133593
15:52:57.947791;0.011159424;0.0;0.735241838;0.779951035;0;0;0;0;0;0;0;0;1.4981491205089248;0.0;-0.6805601625652127
15:52:57.958060;0.011159424;0.0;0.734153658;0.786754071;0;0;0;0;0;0;0;0;1.4738569402923076;0.0;-0.6750163050974223
15:52:57.968766;0.011159424;0.0;0.732893669;0.79345945;0;0;0;0;0;0;0;0;1.447245178644808;0.0;-0.6700233849372967
15:52:57.979206;0.011159424;0.0;0.731475541;0.800072359;0;0;0;0;0;0;0;0;1.420194220619216;0.0;-0.665874955591601
15:52:57.990409;0.011159424;0.0;0.729911789;0.806597536;0;0;0;0;0;0;0;0;1.3901413382058354;0.0;-0.6621531921827639
15:52:58.000995;0.011159424;0.0;0.72821388;0.813039317;0;0;0;0;0;0;0;0;1.3609319134895475;0.0;-0.6592749517793965
15:52:58.011005;0.011159424;0.0;0.726392332;0.819401673;0;0;0;0;0;0;0;0;1.3327185634725953;0.0;-0.6570781674393764
15:52:58.021681;0.011159424;0.0;0.724456804;0.825688246;0;0;0;0;0;0;0;0;1.3021245785872528;0.0;-0.655250578204857
15:52:58.032374;0.010140769;-0.101865481;0.726206169;0.833816663;0;0;0;0;0;0;0;0;1.271695673828751;0.0;-0.6536608529612806
15:52:58.043193;0.010140769;-0.101865481;0.727477169;0.841720958;0;0;0;0;0;0;0;0;1.2426979713530222;0.0;-0.6516578305481016
15:52:58.053426;0.010140769;-0.101865481;0.728316954;0.849420162;0;0;0;0;0;0;0;0;1.2180742356026328;0.0;-0.6489161654835556
15:52:58.064694;0.010140769;-0.101865481;0.728767924;0.856931379;0;0;0;0;0;0;0;0;1.1941485556913523;0.0;-0.6448948681494695
